,price,crime_rate,resid_area,air_qual,room_num,age,teachers,poor_prop,n_hos_beds,n_hot_rooms,rainfall,avg_dist,airport_YES,waterbody_Lake,waterbody_Lake and River,waterbody_River
205,22.6,0.12788297027984555,40.59,0.489,5.891,22.3,21.4,10.87,7.952000000000001,15.1808,26,3.9475000000000002,1,0,0,1
206,24.4,0.20676210509846782,40.59,0.489,6.3260000000000005,52.5,21.4,10.97,6.688,11.1952,52,4.3575,1,0,0,1
207,22.5,0.22473428542556143,40.59,0.489,5.7829999999999995,72.7,21.4,18.06,7.95,10.18,38,4.3525,1,0,0,0
208,24.4,0.1273988771308717,40.59,0.489,6.064,59.1,21.4,14.66,6.888,14.1952,31,4.24,1,0,0,0
209,20.0,0.3616595003706893,40.59,0.489,5.343999999999999,100.0,21.4,23.09,7.9,13.16,60,3.875,0,0,0,0
210,21.7,0.16080846749132485,40.59,0.489,5.96,92.1,21.4,17.27,8.033999999999999,12.1736,36,3.875,1,0,0,0
211,19.3,0.31902084300745703,40.59,0.489,5.404,88.6,21.4,23.98,5.986000000000001,14.1544,39,3.665,0,0,0,1
212,22.4,0.19654492343019744,40.59,0.489,5.807,53.8,21.4,16.03,6.848,13.1792,20,3.6525,1,0,0,1
213,28.1,0.13148429875689607,40.59,0.489,6.375,32.3,21.4,9.38,7.562,10.2248,6,3.9450000000000003,1,0,0,0
214,23.7,0.2542933203064257,40.59,0.489,5.412000000000001,9.8,21.4,29.55,5.6739999999999995,11.1896,21,3.59,1,0,0,0
215,25.0,0.18067019404472426,40.59,0.489,6.182,42.4,21.4,9.47,7.899767068273092,12.2,30,3.9475000000000007,1,1,0,0
216,23.3,0.04459088332787522,43.89,0.55,5.888,56.0,23.6,13.51,5.466,12.1864,22,3.1125,1,0,1,0
217,28.7,0.06778013642095812,43.89,0.55,6.642,85.1,23.6,9.69,9.274,14.2296,23,3.42,0,0,0,0
218,21.5,0.10498144381917446,43.89,0.55,5.9510000000000005,93.8,23.6,17.92,8.73,14.172,49,2.8899999999999997,1,0,0,0
219,23.0,0.10818153284452811,43.89,0.55,6.372999999999999,92.4,23.6,10.5,6.16,13.184000000000001,21,3.3649999999999998,1,0,0,0
220,26.7,0.3060793008727377,36.2,0.507,6.9510000000000005,88.5,22.6,9.71,8.734,11.2136,23,2.86,0,0,0,1
221,21.7,0.341964270612869,36.2,0.507,6.164,91.3,22.6,21.46,5.734,14.1736,37,3.0475,1,0,0,0
222,27.5,0.48462126906911684,36.2,0.507,6.879,77.7,22.6,9.93,9.45,12.22,50,3.2725,1,0,1,0
223,30.1,0.47914918090543834,36.2,0.507,6.617999999999999,80.8,22.6,7.6,9.702,12.2408,39,3.27,1,0,0,1
224,44.8,0.2740875847172426,36.2,0.504,8.266,78.3,22.6,4.14,6.796,12.3584,47,2.895,1,1,0,0
225,50.0,0.42325918366642196,36.2,0.504,8.725,83.0,22.6,4.63,7.5,13.4,20,2.8925,1,0,0,1
226,37.6,0.32363302267493316,36.2,0.504,8.04,86.5,22.6,3.13,5.952000000000001,10.3008,54,3.215,1,0,1,0
227,31.6,0.34527622467730223,36.2,0.504,7.162999999999999,79.9,22.6,6.36,6.332000000000001,10.2528,34,3.2175,0,0,0,1
228,46.7,0.26097098661421536,36.2,0.504,7.686,17.0,22.6,3.92,10.134,14.3736,43,3.3774999999999995,1,1,0,0
229,31.5,0.3658784613426783,36.2,0.504,6.5520000000000005,21.4,22.6,3.76,7.33,15.252,47,3.3725,1,0,0,0
230,24.3,0.42983246455645874,36.2,0.504,5.981,68.1,22.6,11.65,8.286,10.1944,59,3.6750000000000003,0,0,0,0
231,31.7,0.38046178058424046,36.2,0.504,7.412000000000001,76.9,22.6,5.25,6.734,10.2536,26,3.6725,1,0,0,0
232,41.7,0.45443938231243064,36.2,0.507,8.337,73.3,22.6,2.47,6.6339999999999995,11.3336,28,3.84,1,0,0,1
233,48.3,0.28628359503792583,36.2,0.507,8.247,70.4,22.6,3.95,9.066,11.3864,23,3.6500000000000004,1,0,0,0
234,29.0,0.3701211373357089,36.2,0.507,6.726,66.5,22.6,8.05,9.88,13.232000000000001,32,3.6525,1,0,0,1
235,24.0,0.2855172308722697,36.2,0.507,6.086,61.5,22.6,10.88,9.18,14.192,57,3.6500000000000004,1,0,0,0
236,25.1,0.41909184102282127,36.2,0.507,6.631,76.5,22.6,9.54,9.402000000000001,15.2008,36,4.1475,1,0,1,0
237,31.5,0.4133208375737469,36.2,0.507,7.358,71.6,22.6,4.73,10.53,12.252,34,4.1475,1,0,0,1
238,23.7,0.07921775210662894,34.93,0.428,6.481,18.5,23.4,6.36,7.374,12.1896,48,6.1899999999999995,1,0,1,0
239,23.3,0.0884869544561993,34.93,0.428,6.606,42.2,23.4,7.37,5.566,15.1864,51,6.1899999999999995,0,0,1,0
240,27.0,0.10731959540732408,34.93,0.428,6.897,54.3,23.4,11.38,10.24,11.216,24,6.335000000000001,1,0,0,0
241,20.1,0.10085839631038274,34.93,0.428,6.095,65.1,23.4,12.4,8.302,13.1608,41,6.335,0,0,0,0
242,22.2,0.09794307432996417,34.93,0.428,6.358,52.9,23.4,11.22,6.044,10.1776,42,7.035,1,0,0,1
243,23.7,0.1200648747247548,34.93,0.428,6.393,7.8,23.4,5.19,7.374,15.1896,26,7.0375,1,0,0,1
244,17.6,0.1873754310966336,35.86,0.431,5.593,76.5,20.9,12.5,6.252000000000001,12.1408,42,7.955,0,0,0,0
245,18.5,0.17507033007976175,35.86,0.431,5.605,70.2,20.9,18.46,9.27,10.148,59,7.955,1,0,0,0
246,24.3,0.29254274024304827,35.86,0.431,6.108,34.9,20.9,9.16,7.086,11.1944,25,8.055,1,0,0,0
247,20.5,0.17945913062491262,35.86,0.431,6.226,79.2,20.9,10.15,9.81,12.164000000000001,31,8.055,0,0,0,1
248,24.5,0.15219734473840293,35.86,0.431,6.433,49.1,20.9,9.52,8.39,15.196,43,7.8275,1,0,0,1
249,26.2,0.17456656442088758,35.86,0.431,6.718,17.5,20.9,6.56,9.324,11.2096,39,7.824999999999999,1,0,0,0
250,24.4,0.13129138568117577,35.86,0.431,6.487,13.0,20.9,5.9,6.188,14.1952,38,7.3975,1,0,0,1
251,24.8,0.19399482498004614,35.86,0.431,6.438,8.9,20.9,3.59,10.296,12.1984,50,7.3975,0,1,0,0
252,29.6,0.07900524661995376,35.86,0.431,6.957000000000001,6.8,20.9,3.53,8.992,12.2368,57,8.905000000000001,0,0,1,0
253,42.8,0.31403671773445885,35.86,0.431,8.259,8.4,20.9,3.54,10.856,13.3424,53,8.9075,0,0,0,1
254,21.9,0.04706486717633031,33.64,0.392,6.108,32.0,23.6,6.57,6.537999999999999,12.1752,56,9.217500000000001,0,0,0,1
255,20.9,0.034865087326079354,33.64,0.392,5.876,19.1,23.6,9.25,7.818,15.1672,31,9.22,0,0,0,0
256,44.0,0.01526292666591232,33.75,0.39399999999999996,7.454,34.2,24.1,3.11,6.68,13.352,38,6.335,0,0,0,1
257,50.0,0.47719024356009226,33.97,0.647,8.704,86.9,27.0,5.12,8.6,11.4,54,1.8025,1,0,0,1
258,36.0,0.508929827880027,33.97,0.647,7.332999999999999,100.0,27.0,7.79,8.02,15.288,58,1.8925000000000003,1,0,0,1
259,30.1,0.5047974910276488,33.97,0.647,6.8420000000000005,100.0,27.0,6.9,7.3020000000000005,11.2408,40,2.0125,1,0,0,1
260,33.8,0.4318538424460675,33.97,0.647,7.202999999999999,81.8,27.0,9.59,7.899767068273092,11.2704,21,2.1125,1,1,0,0
261,43.1,0.4279569267433912,33.97,0.647,7.52,89.4,27.0,7.26,6.662000000000001,11.3448,24,2.1375,1,0,1,0
262,48.8,0.4188024358799136,33.97,0.647,8.398,91.5,27.0,5.91,10.076,15.3904,24,2.2875,1,0,0,1
263,31.0,0.6017224426405978,33.97,0.647,7.327000000000001,94.5,27.0,11.25,5.72,11.248,60,2.08,1,0,0,0
264,36.5,0.43830009120173735,33.97,0.647,7.206,91.6,27.0,8.1,8.53,14.292,36,1.93,1,0,0,1
265,22.8,0.5662338402369981,33.97,0.647,5.56,62.8,27.0,10.45,7.456,13.1824,59,1.9850000000000003,0,0,0,0
266,30.7,0.5798104952209419,33.97,0.647,7.013999999999999,84.6,27.0,14.79,6.114,10.2456,41,2.1325,0,0,0,1
267,50.0,0.4563736618258476,33.97,0.575,8.297,67.0,27.0,7.44,8.0,15.4,42,2.42,1,0,0,0
268,43.5,0.43210703905458553,33.97,0.575,7.47,52.6,27.0,3.16,9.07,15.347999999999999,43,2.87,0,1,0,0
269,20.7,0.08677384878203838,36.96,0.46399999999999997,5.92,61.5,21.4,13.65,10.414000000000001,14.1656,29,3.9175,0,0,1,0
270,21.1,0.261717901773971,36.96,0.46399999999999997,5.856,42.1,21.4,13.0,6.222,15.1688,27,4.43,1,0,0,0
271,25.2,0.15023731832110337,36.96,0.46399999999999997,6.24,16.3,21.4,6.59,6.604,10.2016,25,4.43,0,0,0,1
272,24.4,0.10849559615329896,36.96,0.46399999999999997,6.537999999999999,58.7,21.4,7.73,8.488,13.1952,40,3.9175,1,0,0,1
273,35.2,0.20039065625483235,36.96,0.46399999999999997,7.691,51.8,21.4,6.58,6.004,10.2816,39,4.3675,1,0,0,1
274,32.4,0.05490476516928601,36.41,0.447,6.757999999999999,32.9,22.4,3.53,10.648,12.2592,30,4.08,0,0,0,1
275,32.0,0.09170368421021308,36.41,0.447,6.854,42.8,22.4,2.98,8.84,12.255999999999998,23,4.2675,1,0,0,1
276,33.2,0.0995647526237456,36.41,0.447,7.267,49.0,22.4,6.05,8.564,11.2656,35,4.7875,0,1,0,0
277,33.1,0.05946630416666647,36.41,0.447,6.8260000000000005,27.6,22.4,4.16,6.2620000000000005,11.2648,21,4.8625,0,0,0,1
278,29.1,0.07675731668200712,36.41,0.447,6.482,32.1,22.4,7.19,6.282,10.2328,38,4.1375,1,0,0,1
279,35.1,0.19093435989217727,33.33,0.4429,6.812,32.2,25.1,4.85,9.602,12.2808,26,4.1,0,1,0,0
280,45.4,0.03515476607437538,33.33,0.4429,7.82,64.5,25.1,3.76,7.108,10.3632,50,4.695,0,0,0,0
281,35.4,0.036380144092750526,33.33,0.4429,6.968,37.2,25.1,4.59,8.508,14.2832,48,5.245,1,0,0,0
282,46.0,0.05948514933476605,33.33,0.4429,7.645,49.7,25.1,3.01,8.72,12.368,25,5.21,1,1,0,0
283,50.0,0.014898464661966622,31.21,0.401,7.922999999999999,24.8,26.4,3.16,8.7,13.4,20,5.885,1,1,0,0
284,32.2,0.009019204420159998,32.97,0.4,7.087999999999999,20.8,24.7,7.85,7.843999999999999,12.2576,30,7.307500000000001,1,0,1,0
285,22.0,0.010900374468288333,32.25,0.389,6.452999999999999,31.9,24.7,8.23,10.44,14.175999999999998,55,7.3075,1,0,0,0
286,20.1,0.019459431156219023,31.76,0.385,6.23,31.5,21.8,12.93,8.302,10.1608,39,9.0875,1,0,0,0
287,23.2,0.03797955862417438,35.32,0.405,6.209,31.3,23.4,7.14,9.964,14.1856,60,7.32,1,1,0,0
288,22.3,0.0448777587780855,35.32,0.405,6.315,45.6,23.4,7.6,5.846,12.1784,22,7.3175,0,0,0,1
289,24.8,0.04207241242184147,35.32,0.405,6.565,22.9,23.4,9.51,9.096,14.1984,60,7.3175,0,0,0,0
290,28.5,0.0344207502021303,34.95,0.41100000000000003,6.861000000000001,27.9,20.8,3.33,8.07,11.228,53,5.1175,1,0,0,1
291,37.3,0.07590492808946418,34.95,0.41100000000000003,7.148,27.7,20.8,3.56,8.146,10.2984,37,5.1175,1,0,0,0
292,27.9,0.03551192100135947,34.95,0.41100000000000003,6.63,23.4,20.8,4.7,8.458,12.2232,37,5.1175,0,0,0,1
293,23.9,0.07941173942416178,43.92,0.43700000000000006,6.127000000000001,18.4,24.0,8.58,7.278,14.1912,46,5.505,1,0,0,1
294,21.7,0.07880193823740346,43.92,0.43700000000000006,6.0089999999999995,42.3,24.0,10.4,8.834,11.1736,23,5.5025,0,1,0,0
295,28.6,0.12161568167655983,43.92,0.43700000000000006,6.678,31.1,24.0,6.27,6.972,10.2288,44,5.96,1,0,0,1
296,27.1,0.05232676017776742,43.92,0.43700000000000006,6.5489999999999995,51.0,24.0,7.39,10.442,10.2168,26,5.9624999999999995,0,0,0,0
297,20.3,0.13193136325997015,43.92,0.43700000000000006,5.79,58.0,24.0,15.84,7.606,11.1624,42,6.32,1,0,0,0
298,22.5,0.06265549936434223,32.24,0.4,6.345,20.1,25.2,4.97,9.45,13.18,48,7.8275,0,1,0,0
299,29.0,0.05411879888749596,32.24,0.4,7.041,10.0,25.2,4.74,7.98,11.232000000000001,36,7.829999999999999,1,1,0,0
300,24.8,0.04322231145326903,32.24,0.4,6.871,47.4,25.2,6.07,9.096,11.1984,29,7.827500000000001,1,0,0,1
301,22.0,0.034758850756454795,36.09,0.433,6.59,40.4,23.9,9.5,9.94,12.175999999999998,21,5.494999999999999,1,0,0,1
302,26.4,0.08861509035364626,36.09,0.433,6.495,18.4,23.9,8.67,7.928,11.2112,42,5.49,1,0,1,0
303,33.1,0.09531017980432493,36.09,0.433,6.982,17.7,23.9,4.86,8.262,14.2648,34,5.4925,0,0,0,0
304,36.1,0.053682936916184865,32.18,0.47200000000000003,7.236000000000001,41.1,21.6,6.93,6.922000000000001,10.2888,55,4.0225,0,0,0,1
305,28.4,0.05334169498182321,32.18,0.47200000000000003,6.6160000000000005,58.1,21.6,8.93,6.568,15.2272,22,3.37,0,0,0,0
306,33.4,0.07234856816697781,32.18,0.47200000000000003,7.42,71.9,21.6,6.47,10.668,12.2672,23,3.1,1,0,0,1
307,28.2,0.04814233532601417,32.18,0.47200000000000003,6.849,70.3,21.6,7.53,10.464,12.2256,46,3.1825,1,0,1,0
308,22.8,0.4007741226200408,39.9,0.544,6.635,82.5,21.6,4.54,7.156000000000001,11.1824,31,3.3175,0,0,0,1
309,20.3,0.2996600492111879,39.9,0.544,5.972,76.7,21.6,9.97,10.106,11.1624,51,3.1025,1,0,0,0
310,16.1,1.290741151786282,39.9,0.544,4.973,37.8,21.6,12.64,7.322,11.1288,27,2.5175,0,0,0,1
311,22.1,0.582444643903983,39.9,0.544,6.122000000000001,52.8,21.6,5.98,8.242,15.1768,46,2.6375,1,0,0,1
312,19.4,0.2324520921057716,39.9,0.544,6.023,90.4,21.6,11.72,6.287999999999999,13.1552,26,2.8325,1,0,0,0
313,21.6,0.23852859229108628,39.9,0.544,6.266,82.8,21.6,7.9,8.832,14.1728,33,3.2624999999999997,1,0,0,0
314,23.8,0.3142266276738932,39.9,0.544,6.567,87.3,21.6,9.28,9.576,13.1904,56,3.6050000000000004,1,1,0,0
315,16.2,0.22598750344594104,39.9,0.544,5.705,77.7,21.6,11.5,6.724,12.1296,58,3.945,0,0,0,1
316,17.8,0.2763202709424078,39.9,0.544,5.914,83.2,21.6,18.33,7.256,12.1424,43,3.9975,0,0,0,1
317,19.8,0.21931222113316776,39.9,0.544,5.782,71.7,21.6,15.94,9.796,12.1584,50,4.035,0,0,0,1
318,23.1,0.33791405384588485,39.9,0.544,6.382000000000001,67.2,21.6,10.36,5.562,10.1848,53,3.5325,0,0,0,0
319,21.0,0.38897658310334066,39.9,0.544,6.1129999999999995,58.8,21.6,12.73,10.32,12.168,36,4.0024999999999995,0,0,1,0
320,23.8,0.1549503599978226,37.38,0.493,6.426,52.3,20.4,7.2,6.776,13.1904,48,4.5425,1,0,0,1
321,23.1,0.16686098909834052,37.38,0.493,6.376,54.3,20.4,6.87,7.7620000000000005,14.1848,40,4.54,1,1,0,0
322,20.4,0.3009486805521662,37.38,0.493,6.041,49.9,20.4,7.7,8.908,13.1632,40,4.7225,0,0,0,0
323,18.5,0.24991789803076367,37.38,0.493,5.707999999999999,74.3,20.4,11.74,6.57,15.148,25,4.72,1,0,0,0
324,25.0,0.2934827161414511,37.38,0.493,6.415,40.1,20.4,6.12,8.6,15.2,52,4.72,0,0,0,1
325,24.6,0.17551511208097648,37.38,0.493,6.431,14.7,20.4,5.08,7.992000000000001,15.1968,45,5.4175,0,0,0,0
326,23.0,0.26502993916684725,37.38,0.493,6.312,28.9,20.4,6.15,7.06,12.184000000000001,36,5.4175,1,0,0,1
327,22.2,0.21594167998346542,37.38,0.493,6.082999999999999,43.7,20.4,12.79,9.044,15.1776,27,5.415,0,0,0,0
328,19.3,0.06407278770058897,33.24,0.46,5.867999999999999,25.8,23.1,9.97,9.986,10.1544,35,5.217499999999999,1,1,0,0
329,22.6,0.06507587673618766,33.24,0.46,6.332999999999999,17.2,23.1,7.34,5.5520000000000005,14.1808,53,5.215,0,0,0,0
330,19.8,0.044437849430568215,33.24,0.46,6.144,32.2,23.1,9.09,9.396,11.1584,26,5.875,0,0,0,1
331,17.1,0.049009187801052775,36.06,0.4379,5.706,28.4,23.1,12.43,6.742000000000001,14.1368,21,6.640000000000001,0,1,0,0
332,19.4,0.03407287033313533,36.06,0.4379,6.031000000000001,23.3,23.1,7.83,7.4879999999999995,14.1552,22,6.640000000000001,1,0,0,0
333,22.2,0.049580328098150425,35.19,0.515,6.316,38.1,19.8,5.68,9.144,11.1776,34,6.4575000000000005,0,0,0,0
334,20.7,0.036698303782673684,35.19,0.515,6.31,38.5,19.8,6.75,7.513999999999999,15.1656,53,6.46,1,0,1,0
335,21.1,0.038845642823198155,35.19,0.515,6.037000000000001,34.5,19.8,8.01,8.922,14.1688,57,5.985,1,0,0,0
336,19.5,0.03369586385672555,35.19,0.515,5.869,46.3,19.8,9.8,10.09,15.155999999999999,53,5.23,0,0,0,1
337,18.5,0.029956781289803357,35.19,0.515,5.895,59.6,19.8,10.56,8.27,12.148,21,5.615,1,0,0,1
338,20.6,0.032525271703396925,35.19,0.515,6.059,37.3,19.8,8.51,8.112,14.1648,26,4.8125,1,0,0,1
339,19.0,0.05351233050476119,35.19,0.515,5.985,45.4,19.8,9.74,6.38,11.152000000000001,28,4.8125,0,1,0,0
340,18.7,0.059692422747982116,35.19,0.515,5.968,58.5,19.8,9.29,6.474,13.1496,20,4.8125,1,0,0,0
341,32.7,0.012926096886133642,31.52,0.442,7.2410000000000005,49.3,24.5,5.49,6.254,13.2616,48,7.0375000000000005,1,0,0,0
342,16.5,0.024673100204884196,31.89,0.518,6.54,59.7,24.1,8.65,7.33,11.132,40,6.267499999999999,1,0,0,1
343,23.9,0.025112036814854896,33.78,0.484,6.696000000000001,56.4,22.4,7.18,8.978,15.1912,52,5.732500000000001,1,0,1,0
344,31.2,0.030034417274120925,33.78,0.484,6.874,28.1,22.4,4.61,10.624,11.2496,23,6.465000000000001,0,0,0,1
345,17.5,0.030655288259616963,34.39,0.442,6.013999999999999,48.5,21.2,10.53,7.15,13.14,26,8.0125,1,1,0,0
346,17.2,0.05979604334596573,34.39,0.442,5.898,52.3,21.2,12.67,6.044,13.1376,46,8.015,0,0,0,1
347,23.1,0.01852730461388356,34.15,0.429,6.516,27.7,22.1,6.36,8.162,12.1848,47,8.537499999999998,1,1,0,0
348,24.5,0.014898464661966622,32.01,0.435,6.635,29.7,23.0,5.99,6.29,13.196,45,8.3425,1,0,0,0
349,26.6,0.028577738631707397,31.25,0.429,6.939,34.5,20.3,5.89,5.632000000000001,11.2128,30,8.795,1,0,0,0
350,22.9,0.06025749561032615,31.25,0.429,6.49,44.4,20.3,5.98,7.257999999999999,15.1832,55,8.7925,0,0,0,1
351,24.1,0.0764979709727249,31.69,0.41100000000000003,6.579,35.9,21.7,5.49,5.582000000000001,10.1928,45,10.712499999999999,1,0,0,1
352,18.6,0.06993642619916392,31.69,0.41100000000000003,5.8839999999999995,18.5,21.7,7.79,7.372000000000001,11.1488,50,10.7125,1,0,0,1
353,30.1,0.016945608726141773,32.02,0.41,6.728,36.1,23.0,4.5,6.102,12.2408,40,12.1275,1,1,0,0
354,18.2,0.04211076370038195,31.91,0.413,5.662999999999999,21.9,18.0,8.05,8.764,12.1456,34,10.585,0,0,0,0
355,20.6,0.101283214752084,31.91,0.413,5.936,19.5,18.0,5.57,9.312000000000001,13.1648,53,10.584999999999999,0,0,0,1
356,17.8,2.3008796395346813,48.1,0.77,6.212000000000001,97.4,19.8,17.6,5.956,14.1424,39,2.1225,0,0,0,0
357,21.7,1.578916847366148,48.1,0.77,6.395,91.0,19.8,13.27,7.034,13.1736,56,2.505,0,1,0,0
358,22.7,1.8248347351792473,48.1,0.77,6.127000000000001,83.4,19.8,11.48,6.354,15.1816,42,2.7225,0,0,1,0
359,22.6,1.6603800451716153,48.1,0.77,6.112,81.3,19.8,12.67,7.899767068273092,14.1808,26,2.5075000000000003,0,1,0,0
360,25.0,1.7123410111146562,48.1,0.77,6.398,88.0,19.8,7.79,8.8,10.2,37,2.5175,0,0,0,0
361,19.9,1.5762616149393935,48.1,0.77,6.251,91.1,19.8,14.19,8.898,13.1592,56,2.295,1,0,0,1
362,20.8,1.5429176957008952,48.1,0.77,5.362,96.2,19.8,10.19,8.016,14.1664,52,2.105,0,1,0,0
363,16.8,1.6529551515173315,48.1,0.77,5.803,89.0,19.8,14.64,9.736,15.1344,57,1.9049999999999998,1,0,1,0
364,21.9,1.4983454449272653,48.1,0.718,8.78,82.9,19.8,5.29,8.038,12.1752,26,1.9049999999999998,0,0,0,1
365,27.5,1.7148550264902072,48.1,0.718,3.5610000000000004,87.9,19.8,7.12,8.05,12.22,51,1.6124999999999998,1,0,0,1
366,21.9,1.5469133618955864,48.1,0.718,4.963,91.4,19.8,14.0,10.238,14.1752,58,1.75,0,1,0,0
367,23.1,2.675678513070904,48.1,0.631,3.863,100.0,19.8,13.33,9.962,11.1848,24,1.5075,0,1,0,0
368,50.0,1.774650610477353,48.1,0.631,4.97,100.0,19.8,3.26,9.7,13.4,41,1.3325,0,0,0,1
369,50.0,1.8976168614222872,48.1,0.631,6.683,96.8,19.8,3.73,6.7,15.4,58,1.355,1,0,0,1
370,50.0,2.020057712262034,48.1,0.631,7.016,97.5,19.8,2.96,10.1,12.4,46,1.2,1,0,0,0
371,50.0,2.3255493836278043,48.1,0.631,6.216,100.0,19.8,9.53,9.8,13.4,25,1.1700000000000002,1,0,0,0
372,50.0,2.226486679687524,48.1,0.6679999999999999,5.875,89.6,19.8,8.88,10.8,12.4,57,1.1275,1,0,0,0
373,13.8,2.493874650127679,48.1,0.6679999999999999,4.906000000000001,100.0,19.8,34.77,6.876,13.1104,56,1.175,1,0,0,0
374,13.8,2.970322153616776,48.1,0.6679999999999999,4.138,100.0,19.8,37.97,7.0760000000000005,13.1104,35,1.1375,0,1,0,0
375,15.0,3.0257327258266167,48.1,0.6709999999999999,7.313,97.9,19.8,13.44,8.9,15.12,45,1.3175,0,0,0,0
376,13.9,2.7904286403681122,48.1,0.6709999999999999,6.649,93.3,19.8,23.24,9.478,15.1112,26,1.345,1,0,0,0
377,13.3,2.381718772241792,48.1,0.6709999999999999,6.794,98.8,19.8,21.24,6.066,14.1064,22,1.3575,1,0,0,0
378,13.1,3.204703875510067,48.1,0.6709999999999999,6.38,96.2,19.8,23.69,9.262,14.1048,54,1.3850000000000002,1,1,0,0
379,10.2,2.937398463323919,48.1,0.6709999999999999,6.223,100.0,19.8,21.78,7.904,11.0816,46,1.3875,0,0,1,0
380,10.4,4.4995451909142234,48.1,0.6709999999999999,6.968,91.9,19.8,17.21,9.408,14.0832,21,1.4175,1,0,0,0
381,10.9,2.825797680570924,48.1,0.6709999999999999,6.545,99.1,19.8,21.08,8.618,10.0872,60,1.5175,0,0,1,0
382,11.3,2.321114360892544,48.1,0.7,5.5360000000000005,100.0,19.8,23.6,8.226,11.0904,46,1.5775,1,0,0,1
383,12.3,2.19638867250955,48.1,0.7,5.52,100.0,19.8,24.56,6.746,15.0984,41,1.535,0,1,0,0
384,8.8,3.04855714447919,48.1,0.7,4.368,91.2,19.8,30.63,5.676,14.0704,25,1.44,0,0,0,1
385,7.2,2.879861159011059,48.1,0.7,5.277,98.1,19.8,30.81,10.144,13.0576,36,1.4275000000000002,0,0,1,0
386,10.5,3.2345050497403935,48.1,0.7,4.652,100.0,19.8,28.28,7.71,15.084000000000001,34,1.4675,1,0,0,1
387,7.4,3.1611238231251,48.1,0.7,5.0,89.5,19.8,31.99,8.347999999999999,15.0592,54,1.52,0,0,1,0
388,10.2,2.730053020578551,48.1,0.7,4.88,100.0,19.8,30.62,6.104,10.0816,25,1.59,0,1,0,0
389,11.5,2.213944025142987,48.1,0.7,5.39,98.9,19.8,20.85,6.03,12.092,51,1.73,0,0,1,0
390,15.1,2.0746990638882306,48.1,0.7,5.712999999999999,97.0,19.8,17.11,9.702,11.1208,20,1.9250000000000003,1,0,0,1
391,23.2,1.8394458498493202,48.1,0.7,6.051,82.5,19.8,18.76,9.664,10.1856,53,2.17,1,0,0,1
392,9.7,2.531941305700138,48.1,0.7,5.0360000000000005,97.0,19.8,25.68,5.494,14.0776,51,1.77,0,0,0,0
393,13.8,2.266414762688843,48.1,0.693,6.193,92.6,19.8,15.17,9.076,14.1104,55,1.7925,0,0,0,1
394,12.7,2.6644326359464867,48.1,0.693,5.8870000000000005,94.7,19.8,16.35,6.754,15.1016,40,1.7825,0,0,0,0
395,13.1,2.273851200420946,48.1,0.693,6.471,98.8,19.8,17.12,5.7620000000000005,15.1048,29,1.7249999999999999,0,0,1,0
396,12.5,1.9274624605576969,48.1,0.693,6.405,96.0,19.8,19.37,5.45,11.1,24,1.675,1,0,0,1
397,8.5,2.160101750967694,48.1,0.693,5.747000000000001,98.9,19.8,19.92,9.27,14.068,22,1.6349999999999998,0,0,0,0
398,5.0,3.672541717146316,48.1,0.693,5.452999999999999,100.0,19.8,30.59,9.3,13.04,26,1.49,0,1,0,0
399,6.3,2.390279986333144,48.1,0.693,5.852,77.8,19.8,29.97,6.726,14.0504,42,1.5,0,0,0,1
400,5.6,3.2598680448992714,48.1,0.693,5.987,100.0,19.8,26.77,9.212,11.0448,30,1.5899999999999999,1,1,0,0
401,7.2,2.7236741753351374,48.1,0.693,6.343,100.0,19.8,20.32,7.343999999999999,10.0576,50,1.575,1,0,0,0
402,12.1,2.360449202216868,48.1,0.693,6.404,100.0,19.8,20.31,5.442,14.0968,42,1.6375,0,0,0,1
403,8.3,3.250440381229692,48.1,0.693,5.349,96.0,19.8,19.77,7.899767068273092,15.0664,40,1.7025,1,0,0,1
404,8.5,3.7501908988370403,48.1,0.693,5.531000000000001,85.4,19.8,27.38,8.47,11.068,56,1.6075,0,0,0,0
405,5.0,4.232958019253417,48.1,0.693,5.683,100.0,19.8,22.98,7.3,14.04,38,1.425,1,0,0,1
406,11.9,3.0780585258000213,48.1,0.659,4.138,100.0,19.8,23.34,8.538,14.0952,53,1.1775,1,0,0,1
407,27.9,2.5611807266231144,48.1,0.659,5.608,100.0,19.8,12.13,6.6579999999999995,13.2232,26,1.2874999999999999,1,0,0,1
408,17.2,2.1286946938918567,48.1,0.597,5.617000000000001,97.9,19.8,26.4,6.444,12.1376,25,1.455,0,0,0,1
409,27.5,2.736851434907838,48.1,0.597,6.852,100.0,19.8,19.78,7.65,14.22,57,1.4649999999999999,1,1,0,0
410,15.0,3.9538518529018067,48.1,0.597,5.757000000000001,100.0,19.8,10.11,9.6,11.12,52,1.4125,0,0,0,1
411,17.2,2.7114245017411593,48.1,0.597,6.657,100.0,19.8,21.22,9.644,14.1376,44,1.5274999999999999,0,0,0,0
412,17.9,2.9862373389921895,48.1,0.597,4.628,100.0,19.8,34.37,8.357999999999999,15.1432,40,1.555,0,0,0,0
413,16.3,3.3896577218278483,48.1,0.597,5.155,100.0,19.8,20.08,6.626,14.1304,58,1.5875000000000001,0,0,0,1
414,7.0,3.844730829794956,48.1,0.693,4.519,100.0,19.8,36.98,6.04,12.056,40,1.6575000000000002,1,0,0,1
